Rk,name,code,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV_G,PP_G,SH_G,GW_G,EV_A,PP_A,SH_A,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,W,L,OL,TM_PTS,DIV,PLAYOFF,ppg%,ppa%,pkg%,pka%,Color
552,Max McCormick,mccorma01,26,OTT,LW,14,1,0,1,-6,4,-0.2,1,0,0,0,0,0,0,12,8.3,105,7:30:00,6,21,0,1,0,29,47,6,64,ATL,n,0,NaN,0,NaN,#C2912C
553,Ian McCoshen,mccosia01,23,FLA,D,19,1,1,2,-2,8,0.4,1,0,0,0,1,0,0,15,6.7,253,13:19:00,13,41,0,0,NA,36,32,14,86,ATL,n,0,0,0,0,#B9975B
554,Connor McDavid,mcdavco01,22,EDM,C,78,41,75,116,3,20,13,31,9,1,9,50,24,1,240,17.1,1781,22:50:00,30,39,428,490,46.6,35,38,9,79,PAC,n,0.219512195,0.32,0.024390244,0.013333333,#041E42
555,Ryan McDonagh,mcdonry01,29,TBL,D,82,9,37,46,38,34,8.9,9,0,0,1,31,3,3,128,7,1811,22:05:00,161,98,0,0,NA,62,16,4,128,ATL,y,0,0.081081081,0,0.081081081,#002868
556,Brock McGinn,mcginbr01,24,CAR,LW,82,10,16,26,10,20,2.2,9,0,1,0,16,0,0,123,8.1,1173,14:19:00,38,137,26,35,42.6,46,29,7,99,MET,y,0,0,0.1,0,#CC0000
557,Jamie McGinn,mcginja01,30,FLA,LW,19,4,3,7,-5,6,0.6,3,1,0,1,3,0,0,23,17.4,203,10:41:00,3,34,1,0,100,36,32,14,86,ATL,n,0.25,0,0,0,#B9975B
558,Dylan McIlrath,mcilrdy01,26,DET,D,7,0,0,0,2,4,0.3,0,0,0,0,0,0,0,6,0,106,15:11:00,7,19,0,0,NA,32,40,10,74,ATL,n,NaN,NaN,NaN,NaN,#CE1126
559,Greg McKegg,mckeggr01,26,CAR,C,41,6,5,11,-2,8,1,6,0,0,1,5,0,0,27,22.2,437,10:40:00,18,30,146,140,51,46,29,7,99,MET,y,0,0,0,0,#CC0000
560,Cody McLeod,mcleoco01,34,NYR,LW,31,1,0,1,-10,60,-0.5,1,0,0,0,0,0,0,21,4.8,211,6:49:00,9,96,0,1,0,32,36,14,78,MET,n,0,NaN,0,NaN,#0038A8
560,Cody McLeod,mcleoco01,34,NSH,LW,7,0,0,0,-3,7,-0.2,0,0,0,0,0,0,0,1,0,35,5:02:00,1,16,0,0,NA,47,29,6,100,CEN,y,NaN,NaN,NaN,NaN,#FFB81C
561,Michael McLeod,mcleomi01,20,NJD,C,21,0,3,3,-8,13,-0.4,0,0,0,0,3,0,0,21,0,256,12:12:00,4,41,70,62,53,31,41,10,72,MET,n,NaN,0,NaN,0,#000000
562,Brayden McNabb,mcnabbr01,28,VEG,D,81,4,12,16,11,52,4.3,4,0,0,1,11,0,1,84,4.8,1578,19:29:00,139,200,0,0,NA,43,32,7,93,PAC,y,0,0,0,0.083333333,#B4975A
563,Adam McQuaid,mcquaad01,32,NYR,D,36,2,3,5,3,33,1.5,2,0,0,0,2,0,1,19,10.5,629,17:28:00,76,99,0,0,NA,32,36,14,78,MET,n,0,0,0,0.333333333,#0038A8
563,Adam McQuaid,mcquaad01,32,CBJ,D,14,1,1,2,-1,9,0.4,1,0,0,1,1,0,0,9,11.1,160,11:25:00,12,23,0,0,NA,47,31,4,98,MET,y,0,0,0,0,#002654
564,Wade Megan,meganwa01,28,DET,C,11,0,1,1,-4,2,-0.2,0,0,0,0,1,0,0,16,0,87,7:53:00,4,4,28,23,54.9,32,40,10,74,ATL,n,NaN,0,NaN,0,#CE1126
565,Jaycob Megna,megnaja02,26,ANA,D,28,1,3,4,-1,12,1,1,0,0,0,3,0,0,31,3.2,407,14:32:00,29,32,0,0,NA,35,37,10,80,PAC,n,0,0,0,0,#F47A38
566,Timo Meier,meierti01,22,SJS,RW,78,30,36,66,9,55,7.4,24,6,0,2,31,4,1,250,12,1324,16:58:00,40,99,12,26,31.6,46,27,9,101,PAC,y,0.2,0.111111111,0,0.027777778,#006D75
567,Dakota Mermis,mermida01,25,ARI,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,NA,11,11:20:00,0,0,0,0,NA,39,35,8,86,PAC,n,NaN,NaN,NaN,NaN,#8C2633
568,Jonathon Merrill,merrijo01,26,VEG,D,57,3,12,15,16,53,4,2,0,1,0,12,0,0,72,4.2,1019,17:53:00,72,71,0,0,NA,43,32,7,93,PAC,y,0,0,0.333333333,0,#B4975A
569,Victor Mete,metevi01,20,MTL,D,71,0,13,13,17,6,3.5,0,0,0,0,13,0,0,65,0,1262,17:46:00,95,21,0,0,NA,44,30,8,96,ATL,n,NaN,0,NaN,0,#AF1E2D
570,Marc Methot,methoma01,33,DAL,D,9,0,0,0,-3,6,0,0,0,0,0,0,0,0,3,0,152,16:56:00,10,15,0,0,NA,43,32,7,93,CEN,y,NaN,NaN,NaN,NaN,#006847
571,Jacob Middleton,middlja01,23,SJS,D,3,0,1,1,-1,2,0,0,0,0,0,1,0,0,0,NA,30,9:56:00,2,1,0,0,NA,46,27,9,101,PAC,y,NaN,0,NaN,0,#006D75
572,Sonny Milano,milanso01,22,CBJ,LW,8,1,0,1,0,0,0.1,1,0,0,0,0,0,0,5,20,67,8:19:00,0,5,0,0,NA,47,31,4,98,MET,y,0,NaN,0,NaN,#002654
573,Colin Miller,milleco02,26,VEG,D,65,3,26,29,0,44,4.5,2,1,0,0,14,12,0,131,2.3,1277,19:39:00,64,122,0,0,NA,43,32,7,93,PAC,y,0.333333333,0.461538462,0,0,#B4975A
574,J.T. Miller,millejt01,25,TBL,C,75,13,34,47,8,30,4.2,9,4,0,4,18,16,0,108,12,1100,14:40:00,23,115,259,265,49.4,62,16,4,128,ATL,y,0.307692308,0.470588235,0,0,#002868
575,Kevan Miller,milleke03,31,BOS,D,39,0,7,7,8,35,2,0,0,0,0,7,0,0,32,0,692,17:45:00,79,73,0,0,NA,49,24,9,107,ATL,y,NaN,0,NaN,0,#FFB81C
576,Casey Mittelstadt,mitteca01,20,BUF,C,77,12,13,25,-19,10,1.4,9,3,0,1,6,7,0,118,10.2,1036,13:27:00,16,30,213,323,39.7,33,39,10,76,ATL,n,0.25,0.538461538,0,0,#002654
577,Sean Monahan,monahse01,24,CGY,C,78,34,48,82,7,12,8.9,22,12,0,5,37,11,0,211,16.1,1486,19:03:00,24,36,454,434,51.1,50,25,7,107,PAC,y,0.352941176,0.229166667,0,0,#C8102E
578,Brandon Montour,montobr01,24,ANA,D,62,5,20,25,-16,40,3.7,5,0,0,2,17,3,0,126,4,1405,22:40:00,93,67,0,0,NA,35,37,10,80,PAC,n,0,0.15,0,0,#F47A38
578,Brandon Montour,montobr01,24,BUF,D,20,3,7,10,-4,16,1.6,2,1,0,0,5,2,0,55,5.5,435,21:46:00,28,32,0,0,NA,33,39,10,76,ATL,n,0.333333333,0.285714286,0,0,#002654
579,John Moore,moorejo01,28,BOS,D,61,4,9,13,0,26,2.8,2,2,0,1,8,1,0,97,4.1,1145,18:46:00,76,77,0,0,NA,49,24,9,107,ATL,y,0.5,0.111111111,0,0,#FFB81C
580,Trevor Moore,mooretr01,23,TOR,LW,25,2,6,8,1,2,0.6,2,0,0,0,6,0,0,26,7.7,227,9:06:00,7,15,0,0,NA,46,28,8,100,ATL,y,0,0,0,0,#00205B
581,Samuel Morin,morinsa01,23,PHI,D,5,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,5,0,62,12:22:00,7,9,0,0,NA,37,37,8,82,MET,n,NaN,NaN,NaN,NaN,#F74902
582,Josh Morrissey,morrijo04,23,WPG,D,59,6,25,31,9,14,5.2,2,3,1,2,17,7,1,95,6.3,1322,22:24:00,107,55,0,0,NA,47,30,5,99,CEN,y,0.5,0.28,0.166666667,0.04,#004C97
583,Joseph Morrow,morrojo02,26,WPG,D,41,1,6,7,0,20,1.1,1,0,0,0,6,0,0,40,2.5,572,13:58:00,37,37,0,0,NA,47,30,5,99,CEN,y,0,0,0,0,#004C97
584,Tyler Motte,mottety01,23,VAN,C,74,9,7,16,-12,10,0.7,7,0,2,1,7,0,0,114,7.9,945,12:46:00,52,200,15,33,31.3,35,36,11,81,PAC,n,0,0,0.222222222,0,#00843D
585,Mirco Mueller,muellmi01,23,NJD,D,53,1,10,11,-3,17,2.2,1,0,0,0,10,0,0,39,2.6,958,18:04:00,61,75,0,0,NA,31,41,10,72,MET,n,0,0,0,0,#000000
586,Connor Murphy,murphco02,25,CHI,D,52,5,8,13,12,40,3,5,0,0,1,8,0,0,84,6,1013,19:29:00,91,119,0,0,NA,36,34,12,84,CEN,n,0,0,0,0,#CF0A2C
587,Ryan Murphy,murphry01,25,MIN,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,19,9:37:00,2,1,0,0,NA,37,36,9,83,CEN,n,NaN,NaN,NaN,NaN,#154734
587,Ryan Murphy,murphry01,25,NJD,D,1,0,1,1,0,0,0.1,0,0,0,0,0,1,0,0,NA,14,14:17:00,1,0,0,0,NA,31,41,10,72,MET,n,NaN,1,NaN,0,#000000
588,Ryan Murray,murrary01,25,CBJ,D,56,1,28,29,20,10,5.7,1,0,0,0,27,1,0,71,1.4,1201,21:26:00,93,27,0,0,NA,47,31,4,98,MET,y,0,0.035714286,0,0,#002654
589,Jake Muzzin,muzzija01,29,LAK,D,50,4,17,21,10,33,4.7,4,0,0,0,15,2,0,78,5.1,1076,21:32:00,92,111,0,0,NA,31,42,9,71,PAC,n,0,0.117647059,0,0,#111111
589,Jake Muzzin,muzzija01,29,TOR,D,30,5,11,16,11,14,3.1,4,1,0,1,8,2,1,63,7.9,631,21:02:00,42,61,0,0,NA,46,28,8,100,ATL,y,0.2,0.181818182,0,0.090909091,#00205B
590,Philippe Myers,myersph01,22,PHI,D,21,1,1,2,-5,2,0.2,1,0,0,0,1,0,0,25,4,323,15:22:00,8,42,0,0,NA,37,37,8,82,MET,n,0,0,0,0,#F74902
591,Tyler Myers,myersty01,28,WPG,D,80,9,22,31,11,63,5.8,8,0,1,3,14,7,1,156,5.8,1628,20:21:00,99,97,0,0,NA,47,30,5,99,CEN,y,0,0.318181818,0.111111111,0.045454545,#004C97
592,Vladislav Namestnikov,namesvl01,26,NYR,C,78,11,20,31,-7,44,2,8,1,2,3,15,2,3,119,9.2,1232,15:48:00,62,140,22,32,40.7,32,36,14,78,MET,n,0.090909091,0.1,0.181818182,0.15,#0038A8
593,Riley Nash,nashri02,29,CBJ,C,78,3,9,12,-8,19,-0.2,3,0,0,1,9,0,0,79,3.8,846,10:50:00,43,72,150,183,45,47,31,4,98,MET,y,0,0,0,0,#002654
594,James Neal,nealja01,31,CGY,LW,63,7,12,19,-5,28,0.6,5,2,0,1,8,4,0,141,5,942,14:57:00,19,46,5,6,45.5,50,25,7,107,PAC,y,0.285714286,0.333333333,0,0,#C8102E
595,Martin Necas,necasma01,20,CAR,C,7,1,1,2,0,2,0.2,1,0,0,0,1,0,0,6,16.7,70,10:01:00,2,3,16,28,36.4,46,29,7,99,MET,y,0,0,0,0,#CC0000
596,Brock Nelson,nelsobr01,27,NYI,C,82,25,28,53,20,28,6.3,22,2,1,3,22,6,0,181,13.8,1474,17:58:00,55,51,594,652,47.7,48,27,7,103,MET,y,0.08,0.214285714,0.04,0,#00539B
597,Casey Nelson,nelsoca01,26,BUF,D,38,1,5,6,1,13,1.6,1,0,0,0,5,0,0,37,2.7,586,15:25:00,36,44,0,0,NA,33,39,10,76,ATL,n,0,0,0,0,#002654
598,Patrik Nemeth,nemetpa01,26,COL,D,74,1,9,10,5,53,2.3,1,0,0,0,8,0,1,57,1.8,1220,16:29:00,131,137,1,0,100,38,30,14,90,CEN,y,0,0,0,0.111111111,#6F263D
599,Valeri Nichushkin,nichuva01,23,DAL,RW,57,0,10,10,-4,0,-0.1,0,0,0,0,10,0,0,65,0,679,11:55:00,32,71,3,3,50,43,32,7,93,CEN,y,NaN,0,NaN,0,#006847
600,Nino Niederreiter,niedeni01,26,MIN,RW,46,9,14,23,-11,10,1.9,6,3,0,2,9,5,0,81,11.1,672,14:37:00,13,46,27,16,62.8,37,36,9,83,CEN,n,0.333333333,0.357142857,0,0,#154734
600,Nino Niederreiter,niedeni01,26,CAR,RW,36,14,16,30,7,20,3.7,11,3,0,1,12,4,0,103,13.6,658,18:17:00,7,48,10,14,41.7,46,29,7,99,MET,y,0.214285714,0.25,0,0,#CC0000
601,Frans Nielsen,nielsfr01,34,DET,C,72,10,25,35,-7,14,2.2,10,0,0,4,16,8,1,120,8.3,1201,16:41:00,44,79,450,473,48.8,32,40,10,74,ATL,n,0,0.32,0,0.04,#CE1126
602,Matthew Nieto,nietoma01,26,COL,LW,64,4,19,23,2,8,1.3,3,0,1,1,17,0,2,86,4.7,881,13:46:00,26,50,9,8,52.9,38,30,14,90,CEN,y,0,0,0.25,0.105263158,#6F263D
603,Boo Nieves,nievecr01,25,NYR,C,43,4,6,10,-4,8,0.6,4,0,0,1,6,0,0,34,11.8,415,9:39:00,18,33,88,139,38.8,32,36,14,78,MET,n,0,0,0,0,#0038A8
604,Sami Niku,nikusa01,22,WPG,D,30,1,3,4,0,2,0.7,1,0,0,0,3,0,0,19,5.3,418,13:55:00,30,10,0,0,NA,47,30,5,99,CEN,y,0,0,0,0,#004C97
605,Jacob Nilsson,nilssja01,25,CHI,C,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,NA,16,7:52:00,1,1,3,5,37.5,36,34,12,84,CEN,n,NaN,NaN,NaN,NaN,#CF0A2C
606,Matt Niskanen,niskama01,32,WSH,D,80,8,17,25,-3,41,3.6,7,1,0,1,15,1,1,143,5.6,1755,21:56:00,137,167,0,0,NA,48,26,8,104,MET,y,0.125,0.058823529,0,0.058823529,#041E42
607,Stefan Noesen,noesest01,25,NJD,RW,41,3,5,8,-19,28,-0.3,3,0,0,0,5,0,0,64,4.7,522,12:44:00,21,95,23,33,41.1,31,41,10,72,MET,n,0,0,0,0,#000000
608,Nelson Nogier,nogiene01,22,WPG,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,10:06:00,1,0,0,0,NA,47,30,5,99,CEN,y,NaN,NaN,NaN,NaN,#004C97
609,Jordan Nolan,nolanjo01,29,STL,C,14,0,2,2,2,14,0.1,0,0,0,0,2,0,0,17,0,111,7:56:00,4,22,0,1,0,45,28,9,99,CEN,y,NaN,0,NaN,0,#002F87
610,Joakim Nordstrom,nordsjo02,26,BOS,C,70,7,5,12,0,13,0.4,7,0,0,3,5,0,0,103,6.8,944,13:29:00,52,86,48,77,38.4,49,24,9,107,ATL,y,0,0,0,0,#FFB81C
611,Tomas Nosek,nosekto01,26,VEG,C,68,8,9,17,-10,18,0.8,7,0,1,1,9,0,0,116,6.9,848,12:28:00,23,75,82,50,62.1,43,32,7,93,PAC,y,0,0,0.125,0,#B4975A
612,Ryan Nugent-Hopkins,nugenry01,25,EDM,C,82,28,41,69,-13,26,6.6,19,8,1,3,21,18,2,208,13.5,1648,20:06:00,40,69,379,461,45.1,35,38,9,79,PAC,n,0.285714286,0.43902439,0.035714286,0.048780488,#041E42
613,Darnell Nurse,nurseda01,23,EDM,D,82,10,31,41,-5,87,6.6,9,1,0,1,22,8,1,196,5.1,1953,23:49:00,146,162,0,0,NA,35,38,9,79,PAC,n,0.1,0.258064516,0,0.032258065,#041E42
614,Markus Nutivaara,nutivma01,24,CBJ,D,80,5,16,21,3,6,4.2,5,0,0,1,16,0,0,99,5.1,1414,17:41:00,61,80,0,0,NA,47,31,4,98,MET,y,0,0,0,0,#002654
615,Alexander Nylander,nylanal01,20,BUF,LW,12,2,2,4,-4,4,0.2,1,1,0,0,2,0,0,16,12.5,146,12:12:00,1,1,2,1,66.7,33,39,10,76,ATL,n,0.5,0,0,0,#002654
616,William Nylander,nylanwi01,22,TOR,C,54,7,20,27,-4,16,1.6,6,1,0,0,15,5,0,130,5.4,838,15:31:00,14,16,203,165,55.2,46,28,8,100,ATL,y,0.142857143,0.25,0,0,#00205B
617,Gustav Nyquist,nyquigu01,29,DET,RW,62,16,33,49,0,8,4.6,15,1,0,2,23,10,0,163,9.8,1123,18:07:00,16,24,8,10,44.4,32,40,10,74,ATL,n,0.0625,0.303030303,0,0,#CE1126
617,Gustav Nyquist,nyquigu01,29,SJS,RW,19,6,5,11,1,4,1.2,5,1,0,1,5,0,0,41,14.6,296,15:34:00,7,12,3,1,75,46,27,9,101,PAC,y,0.166666667,0,0,0,#006D75
618,Logan OConnor,oconnlo01,22,COL,RW,5,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0,34,6:49:00,1,4,0,3,0,38,30,14,90,CEN,y,NaN,NaN,NaN,NaN,#6F263D
619,Daniel ORegan,oregada01,25,BUF,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,11:56:00,0,0,1,0,100,33,39,10,76,ATL,n,NaN,NaN,NaN,NaN,#002654
620,Ryan OReilly,oreilry01,27,STL,C,82,28,49,77,22,12,8.8,21,6,1,5,31,16,2,234,12,1702,20:46:00,36,31,1086,824,56.9,45,28,9,99,CEN,y,0.214285714,0.326530612,0.035714286,0.040816327,#002F87
621,Jordan Oesterle,oestejo01,26,ARI,D,71,6,14,20,-3,12,4.6,3,3,0,0,10,4,0,77,7.8,1342,18:54:00,139,58,0,0,NA,39,35,8,86,PAC,n,0.5,0.285714286,0,0,#8C2633
622,Kyle Okposo,okposky01,30,BUF,RW,78,14,15,29,-9,41,2.3,7,7,0,2,11,4,0,147,9.5,1075,13:47:00,27,87,63,71,47,33,39,10,76,ATL,n,0.5,0.266666667,0,0,#002654
623,Jamie Oleksiak,oleksja01,26,PIT,D,36,4,7,11,5,37,2.1,4,0,0,0,7,0,0,35,11.4,571,15:52:00,37,97,0,0,NA,44,26,12,100,MET,y,0,0,0,0,#FCB514
623,Jamie Oleksiak,oleksja01,26,DAL,D,21,0,1,1,0,8,0.5,0,0,0,0,1,0,0,20,0,268,12:47:00,22,38,0,0,NA,43,32,7,93,CEN,y,NaN,0,NaN,0,#006847
624,Victor Olofsson,olofsvi01,23,BUF,RW,6,2,2,4,1,2,0.5,0,2,0,0,2,0,0,21,9.5,108,18:01:00,3,2,0,0,NA,33,39,10,76,ATL,n,1,0,0,0,#002654
625,Dmitry Orlov,orlovdm01,27,WSH,D,82,3,26,29,3,33,4,3,0,0,0,25,1,0,101,3,1774,21:38:00,103,137,0,0,NA,48,26,8,104,MET,y,0,0.038461538,0,0,#041E42
626,Brooks Orpik,orpikbr01,38,WSH,D,53,2,7,9,8,32,2,2,0,0,0,7,0,0,43,4.7,830,15:40:00,78,131,0,0,NA,48,26,8,104,MET,y,0,0,0,0,#041E42
627,T.J. Oshie,oshietj01,32,WSH,C,69,25,29,54,5,36,5.6,18,6,1,4,21,8,0,143,17.5,1284,18:37:00,55,133,84,121,41,48,26,8,104,MET,y,0.24,0.275862069,0.04,0,#041E42
628,Xavier Ouellet,ouellxa01,25,MTL,D,19,0,3,3,-3,13,0.3,0,0,0,0,3,0,0,32,0,323,17:01:00,30,32,0,0,NA,44,30,8,96,ATL,n,NaN,0,NaN,0,#AF1E2D
629,Alex Ovechkin,ovechal01,33,WSH,LW,81,51,38,89,7,40,11,33,18,0,5,28,10,0,338,15.1,1695,20:55:00,41,223,1,4,20,48,26,8,104,MET,y,0.352941176,0.263157895,0,0,#041E42
630,Igor Ozhiganov,ozhigig01,26,TOR,D,53,3,4,7,0,14,1.2,3,0,0,0,4,0,0,43,7,743,14:01:00,48,57,0,0,NA,46,28,8,100,ATL,y,0,0,0,0,#00205B
631,Magnus Paajarvi,paajama01,27,OTT,LW,80,11,8,19,-14,6,0.7,10,0,1,1,7,0,1,119,9.2,1078,13:28:00,67,65,7,9,43.8,29,47,6,64,ATL,n,0,0,0.090909091,0.125,#C2912C
632,Max Pacioretty,pacioma01,30,VEG,LW,66,22,18,40,-13,36,4.1,18,4,0,5,14,4,0,191,11.5,1122,17:00:00,20,119,21,31,40.4,43,32,7,93,PAC,y,0.181818182,0.222222222,0,0,#B4975A
633,Jean-Gabriel Pageau,pageaje01,26,OTT,C,39,4,8,12,-12,14,0,4,0,0,0,8,0,0,83,4.8,696,17:51:00,38,63,259,222,53.8,29,47,6,64,ATL,n,0,0,0,0,#C2912C
634,Ondrej Palat,palaton01,27,TBL,LW,64,8,26,34,4,20,2.5,6,2,0,1,20,6,0,100,8,953,14:53:00,34,104,2,15,11.8,62,16,4,128,ATL,y,0.25,0.230769231,0,0,#002868
635,Kyle Palmieri,palmiky01,27,NJD,RW,74,27,23,50,-9,42,5.6,16,11,0,2,16,7,0,224,12.1,1343,18:09:00,35,98,24,62,27.9,31,41,10,72,MET,n,0.407407407,0.304347826,0,0,#000000
636,Artemi Panarin,panarar01,27,CBJ,LW,79,28,59,87,14,23,9.7,22,6,0,8,47,12,0,191,14.7,1569,19:51:00,17,14,1,3,25,47,31,4,98,MET,y,0.214285714,0.203389831,0,0,#002654
637,Richard Panik,panikri01,27,ARI,RW,75,14,19,33,-3,44,3.2,13,0,1,2,17,2,0,140,10,1246,16:37:00,52,137,5,13,27.8,39,35,8,86,PAC,n,0,0.105263158,0.071428571,0,#8C2633
638,Cedric Paquette,paquece01,25,TBL,C,80,13,4,17,7,80,1.4,11,0,2,1,4,0,0,87,14.9,960,12:00:00,61,269,404,364,52.6,62,16,4,128,ATL,y,0,0,0.153846154,0,#002868
639,Colton Parayko,parayco01,25,STL,D,80,10,18,28,20,15,7.2,6,4,0,3,13,4,1,176,5.7,1823,22:47:00,157,127,0,0,NA,45,28,9,99,CEN,y,0.4,0.222222222,0,0.055555556,#002F87
640,Zach Parise,parisza01,34,MIN,LW,74,28,33,61,-2,26,6.9,18,10,0,5,25,6,2,229,12.2,1381,18:40:00,71,49,9,25,26.5,37,36,9,83,CEN,n,0.357142857,0.181818182,0,0.060606061,#154734
641,David Pastrnak,pastrda01,22,BOS,RW,66,38,43,81,6,32,10.2,21,17,0,4,27,16,0,235,16.2,1238,18:45:00,25,57,1,2,33.3,49,24,9,107,ATL,y,0.447368421,0.372093023,0,0,#FFB81C
642,Greg Pateryn,patergr01,28,MIN,D,80,1,6,7,-11,41,2.1,1,0,0,0,6,0,0,100,1,1370,17:07:00,118,144,0,1,0,37,36,9,83,CEN,n,0,0,0,0,#154734
643,Nolan Patrick,patrino01,20,PHI,C,72,13,18,31,-8,27,2.2,12,1,0,3,17,1,0,115,11.3,1086,15:05:00,26,72,399,380,51.2,37,37,8,82,MET,n,0.076923077,0.055555556,0,0,#F74902
644,Nick Paul,paulni01,23,OTT,LW,20,1,1,2,-10,4,-0.4,1,0,0,0,1,0,0,30,3.3,169,8:28:00,4,28,16,19,45.7,29,47,6,64,ATL,n,0,0,0,0,#C2912C
645,Joe Pavelski,paveljo01,34,SJS,C,75,38,26,64,-4,22,7.3,25,12,1,6,17,9,0,188,20.2,1428,19:03:00,61,69,526,463,53.2,46,27,9,101,PAC,y,0.315789474,0.346153846,0.026315789,0,#006D75
646,Tanner Pearson,pearsta01,26,PIT,LW,44,9,5,14,-6,13,1.1,8,1,0,0,4,1,0,81,11.1,582,13:13:00,25,82,3,6,33.3,44,26,12,100,MET,y,0.111111111,0.2,0,0,#FCB514
646,Tanner Pearson,pearsta01,26,VAN,LW,19,9,3,12,0,4,1.7,7,2,0,1,2,1,0,42,21.4,313,16:28:00,13,28,1,2,33.3,35,36,11,81,PAC,n,0.222222222,0.333333333,0,0,#00843D
646,Tanner Pearson,pearsta01,26,LAK,LW,17,0,1,1,-9,8,-0.6,0,0,0,0,1,0,0,24,0,230,13:30:00,3,18,1,4,20,31,42,9,71,PAC,n,NaN,0,NaN,0,#111111
647,Matthew Peca,pecama01,25,MTL,C,39,3,7,10,-14,4,0,3,0,0,0,6,0,1,35,8.6,410,10:31:00,21,33,80,89,47.3,44,30,8,96,ATL,n,0,0,0,0.142857143,#AF1E2D
648,Adam Pelech,pelecad01,24,NYI,D,78,5,16,21,22,24,5.9,5,0,0,0,16,0,0,110,4.5,1453,18:38:00,116,149,0,0,NA,48,27,7,103,MET,y,0,0,0,0,#00539B
649,Anthony Peluso,pelusan01,29,CGY,RW,4,0,0,0,-1,7,-0.1,0,0,0,0,0,0,0,1,0,16,4:07:00,0,4,0,0,NA,50,25,7,107,PAC,y,NaN,NaN,NaN,NaN,#C8102E
650,Brendan Perlini,perlibr01,22,CHI,LW,46,12,3,15,-12,20,1.3,12,0,0,0,3,0,0,77,15.6,488,10:36:00,15,38,1,4,20,36,34,12,84,CEN,n,0,0,0,0,#CF0A2C
650,Brendan Perlini,perlibr01,22,ARI,LW,22,2,4,6,-5,8,0.3,0,2,0,0,2,2,0,40,5,301,13:41:00,7,13,0,2,0,39,35,8,86,PAC,n,1,0.5,0,0,#8C2633
651,Mathieu Perreault,perrema01,31,WPG,C,82,15,15,30,-1,44,2.7,11,4,0,3,12,3,0,95,15.8,1003,12:14:00,25,127,26,27,49.1,47,30,5,99,CEN,y,0.266666667,0.2,0,0,#004C97
652,David Perron,perroda01,30,STL,LW,57,23,23,46,3,46,5.5,16,7,0,1,16,7,0,112,20.5,974,17:06:00,13,52,15,18,45.5,45,28,9,99,CEN,y,0.304347826,0.304347826,0,0,#002F87
653,Corey Perry,perryco01,33,ANA,RW,31,6,4,10,-16,27,0.4,4,2,0,1,2,2,0,59,10.2,460,14:49:00,14,21,0,2,0,35,37,10,80,PAC,n,0.333333333,0.5,0,0,#F47A38
654,Brett Pesce,pescebr01,24,CAR,D,73,7,22,29,35,24,7.9,7,0,0,2,20,0,2,98,7.1,1496,20:29:00,131,53,1,0,100,46,29,7,99,MET,y,0,0,0,0.090909091,#CC0000
655,Nic Petan,petanni01,23,WPG,C,13,0,2,2,-2,2,0,0,0,0,0,2,0,0,10,0,94,7:13:00,2,0,5,3,62.5,47,30,5,99,CEN,y,NaN,0,NaN,0,#004C97
655,Nic Petan,petanni01,23,TOR,C,5,1,0,1,-3,0,0,1,0,0,1,0,0,0,5,20,44,8:42:00,2,2,6,10,37.5,46,28,8,100,ATL,y,0,NaN,0,NaN,#00205B
656,Alexander Petrovic,petroal01,26,FLA,D,26,0,1,1,-8,24,-0.1,0,0,0,0,1,0,0,40,0,452,17:23:00,42,86,0,0,NA,36,32,14,86,ATL,n,NaN,0,NaN,0,#B9975B
656,Alexander Petrovic,petroal01,26,EDM,D,9,0,1,1,-7,2,-0.3,0,0,0,0,1,0,0,7,0,126,14:02:00,11,30,0,0,NA,35,38,9,79,PAC,n,NaN,0,NaN,0,#041E42
657,Jeff Petry,petryje01,31,MTL,D,82,13,33,46,-5,28,6.8,10,3,0,4,24,8,1,172,7.6,1896,23:07:00,123,190,0,1,0,44,30,8,96,ATL,n,0.230769231,0.242424242,0,0.03030303,#AF1E2D
658,Elias Pettersson,petteel01,20,VAN,C,71,28,38,66,3,12,7.8,18,10,0,7,26,12,0,144,19.4,1294,18:14:00,51,42,257,370,41,35,36,11,81,PAC,n,0.357142857,0.315789474,0,0,#00843D
659,Marcus Pettersson,pettema01,22,PIT,D,57,2,17,19,13,49,3.5,1,1,0,0,12,4,1,72,2.8,1023,17:57:00,76,85,1,0,100,44,26,12,100,MET,y,0.5,0.235294118,0,0.058823529,#FCB514
659,Marcus Pettersson,pettema01,22,ANA,D,27,0,6,6,4,17,1.4,0,0,0,0,6,0,0,15,0,379,14:01:00,32,16,0,0,NA,35,37,10,80,PAC,n,NaN,0,NaN,0,#F47A38
660,Dion Phaneuf,phanedi01,33,LAK,D,67,1,5,6,-21,53,0.4,1,0,0,0,5,0,0,80,1.3,1005,15:00:00,79,128,0,0,NA,31,42,9,71,PAC,n,0,0,0,0,#111111
