Rk,name,code,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV_G,PP_G,SH_G,GW_G,EV_A,PP_A,SH_A,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,W,L,OL,TM_PTS,DIV,PLAYOFF,ppg%,ppa%,pkg%,pka%,Color
214,Mathew Dumba,dumbama01,24,MIN,D,32,12,10,22,-5,21,4.2,6,6,0,1,4,6,0,93,12.9,748,23:23:00,43,60,0,0,NA,37,36,9,83,CEN,n,0.5,0.6,0,0,#154734
215,Brian Dumoulin,dumoubr01,27,PIT,D,76,3,20,23,31,20,5.7,3,0,0,0,16,0,4,99,3,1598,21:02:00,129,141,0,0,NA,44,26,12,100,MET,y,0,0,0,0.2,#FCB514
216,Vince Dunn,dunnvi02,22,STL,D,78,12,23,35,14,45,7.2,9,3,0,4,18,5,0,150,8,1368,17:32:00,68,48,0,1,0,45,28,9,99,CEN,y,0.25,0.217391304,0,0,#002F87
217,Christian Dvorak,dvorach01,22,ARI,C,20,2,5,7,-2,2,0.5,1,1,0,1,5,0,0,25,8,288,14:23:00,7,16,125,101,55.3,39,35,8,86,PAC,n,0.5,0,0,0,#8C2633
218,Ryan Dzingel,dzingry01,26,OTT,C,57,22,22,44,-13,29,4.4,18,4,0,4,16,6,0,133,16.5,1012,17:45:00,35,41,36,54,40,29,47,6,64,ATL,n,0.181818182,0.272727273,0,0,#C2912C
218,Ryan Dzingel,dzingry01,26,CBJ,C,21,4,8,12,4,0,1.3,3,1,0,1,8,0,0,26,15.4,300,14:16:00,3,13,3,2,60,47,31,4,98,MET,y,0.25,0,0,0,#002654
219,Cody Eakin,eakinco01,27,VEG,C,78,22,19,41,19,16,5.2,18,1,3,3,16,3,0,120,18.3,1200,15:23:00,35,88,479,461,51,43,32,7,93,PAC,y,0.045454545,0.157894737,0.136363636,0,#B4975A
220,Patrick Eaves,eavespa01,34,ANA,RW,7,0,0,0,-4,4,-0.3,0,0,0,0,0,0,0,6,0,97,13:53:00,1,14,0,0,NA,35,37,10,80,PAC,n,NaN,NaN,NaN,NaN,#F47A38
221,Jordan Eberle,eberljo01,28,NYI,RW,78,19,18,37,-6,17,3.4,12,7,0,5,13,5,0,160,11.9,1289,16:32:00,35,36,9,11,45,48,27,7,103,MET,y,0.368421053,0.277777778,0,0,#00539B
222,Alexander Edler,edleral01,32,VAN,D,56,10,24,34,3,54,6.4,6,4,0,2,10,13,1,128,7.8,1376,NA,166,127,0,0,NA,35,36,11,81,PAC,n,0.4,0.541666667,0,0.041666667,#00843D
223,Joel Edmundson,edmunjo01,25,STL,D,64,2,9,11,8,68,3.2,2,0,0,1,9,0,0,102,2,1241,19:23:00,106,128,0,1,0,45,28,9,99,CEN,y,0,0,0,0,#002F87
224,Nikolaj Ehlers,ehlerni01,22,WPG,LW,62,21,16,37,2,15,4.2,19,2,0,4,11,5,0,158,13.3,977,15:46:00,16,27,1,1,50,47,30,5,99,CEN,y,0.095238095,0.3125,0,0,#004C97
225,Christoffer Ehn,ehnch01,22,DET,C,60,3,6,9,-5,6,-0.1,2,0,1,1,6,0,0,49,6.1,637,10:37:00,39,70,84,93,47.5,32,40,10,74,ATL,n,0,0,0.333333333,0,#CE1126
226,Jack Eichel,eicheja01,22,BUF,C,77,28,54,82,-11,26,8.2,20,8,0,2,36,18,0,303,9.2,1574,20:26:00,51,70,597,673,47,33,39,10,76,ATL,n,0.285714286,0.333333333,0,0,#002654
227,Aaron Ekblad,ekblaaa01,22,FLA,D,82,13,24,37,1,47,6.8,8,5,0,1,19,5,0,180,7.2,1939,23:39:00,88,114,0,0,NA,36,32,14,86,ATL,n,0.384615385,0.208333333,0,0,#B9975B
228,Mattias Ekholm,ekholma01,28,NSH,D,80,8,36,44,27,47,9.2,6,2,0,3,29,5,2,146,5.5,1869,23:22:00,107,68,0,0,NA,47,29,6,100,CEN,y,0.25,0.138888889,0,0.055555556,#FFB81C
229,Oliver Ekman-Larsson,ekmanol01,27,ARI,D,81,14,30,44,-16,52,7.9,8,5,1,2,14,14,2,176,8,1915,23:38:00,52,162,0,0,NA,39,35,8,86,PAC,n,0.357142857,0.466666667,0.071428571,0.066666667,#8C2633
230,Remi Elie,eliere01,23,BUF,LW,16,0,1,1,-3,2,-0.3,0,0,0,0,1,0,0,9,0,166,10:21:00,3,30,1,0,100,33,39,10,76,ATL,n,NaN,0,NaN,0,#002654
231,Lars Eller,ellerla01,29,WSH,C,81,13,23,36,-1,37,2.3,12,0,1,1,18,3,2,163,8,1339,16:32:00,47,69,543,566,49,48,26,8,104,MET,y,0,0.130434783,0.076923077,0.086956522,#041E42
232,Stefan Elliott,elliost01,28,OTT,D,3,0,1,1,1,0,0.2,0,0,0,0,1,0,0,3,0,27,8:59:00,1,2,0,0,NA,29,47,6,64,ATL,n,NaN,0,NaN,0,#C2912C
233,Ryan Ellis,ellisry01,28,NSH,D,82,7,34,41,21,20,8.4,5,1,1,2,30,4,0,149,4.7,1969,NA,154,71,0,0,NA,47,29,6,100,CEN,y,0.142857143,0.117647059,0.142857143,0,#FFB81C
234,Deryk Engelland,engelde01,36,VEG,D,74,2,10,12,-3,18,2.5,2,0,0,1,10,0,0,105,1.9,1471,19:53:00,152,165,0,0,NA,43,32,7,93,PAC,y,0,0,0,0,#B4975A
235,Andreas Englund,engluan01,23,OTT,D,3,0,0,0,-2,10,-0.1,0,0,0,0,0,0,0,2,0,40,13:20:00,2,5,0,0,NA,29,47,6,64,ATL,n,NaN,NaN,NaN,NaN,#C2912C
236,Tyler Ennis,ennisty01,29,TOR,C,51,12,6,18,-6,2,1.8,10,2,0,1,3,3,0,81,14.8,507,9:56:00,14,49,1,0,100,46,28,8,100,ATL,y,0.166666667,0.5,0,0,#00205B
237,Jonathan Ericsson,ericsjo01,34,DET,D,52,3,2,5,-10,35,0.9,3,0,0,1,2,0,0,48,6.3,895,17:13:00,56,98,0,0,NA,32,40,10,74,ATL,n,0,0,0,0,#CE1126
238,Loui Eriksson,erikslo01,33,VAN,LW,81,11,18,29,-11,22,1.9,10,1,0,2,16,2,0,107,10.3,1139,14:04:00,28,3,2,4,33.3,35,36,11,81,PAC,n,0.090909091,0.111111111,0,0,#00843D
239,Joel Eriksson Ek,eriksjo02,22,MIN,C,58,7,7,14,-7,20,0.8,7,0,0,2,7,0,0,111,6.3,783,13:30:00,24,117,247,293,45.7,37,36,9,83,CEN,n,0,0,0,0,#154734
240,Adam Erne,ernead01,23,TBL,LW,65,7,13,20,10,40,1.7,5,2,0,3,13,0,0,70,10,686,10:33:00,26,159,11,12,47.8,62,16,4,128,ATL,y,0.285714286,0,0,0,#002868
241,Robby Fabbri,fabbrro01,23,STL,C,32,2,4,6,-4,6,0,2,0,0,1,4,0,0,43,4.7,405,12:39:00,8,30,4,10,28.6,45,28,9,99,CEN,y,0,0,0,0,#002F87
242,Dante Fabbro,fabbrda01,20,NSH,D,4,1,0,1,-1,0,0.2,1,0,0,0,0,0,0,5,20,51,12:44:00,6,3,0,0,NA,47,29,6,100,CEN,y,0,NaN,0,NaN,#FFB81C
243,Radek Faksa,faksara01,25,DAL,C,81,15,15,30,-3,54,2.6,13,1,1,1,12,2,1,114,13.2,1331,16:26:00,65,103,570,562,50.4,43,32,7,93,CEN,y,0.066666667,0.133333333,0.066666667,0.066666667,#006847
244,Justin Falk,falkju01,30,OTT,D,10,0,0,0,-4,11,-0.2,0,0,0,0,0,0,0,7,0,129,12:56:00,9,36,0,0,NA,29,47,6,64,ATL,n,NaN,NaN,NaN,NaN,#C2912C
245,Oscar Fantenberg,fanteos01,27,LAK,D,46,2,1,3,-2,10,1.3,2,0,0,0,1,0,0,54,3.7,739,16:03:00,65,72,0,0,NA,31,42,9,71,PAC,n,0,0,0,0,#111111
245,Oscar Fantenberg,fanteos01,27,CGY,D,15,0,1,1,5,7,0.6,0,0,0,0,1,0,0,16,0,237,15:50:00,9,19,0,0,NA,50,25,7,107,PAC,y,NaN,0,NaN,0,#C8102E
246,Jesper Fast,fastje01,27,NYR,RW,66,8,12,20,-3,26,1.1,8,0,0,1,12,0,0,80,10,1038,15:43:00,47,120,7,13,35,32,36,14,78,MET,n,0,0,0,0,#0038A8
247,Justin Faulk,faulkju01,26,CAR,D,82,11,24,35,9,47,7.4,5,6,0,3,20,4,0,217,5.1,1839,22:25:00,121,156,0,0,NA,46,29,7,99,MET,y,0.545454545,0.166666667,0,0,#CC0000
248,Taylor Fedun,fedunta01,30,DAL,D,54,4,7,11,2,14,2.9,4,0,0,0,4,2,1,86,4.7,748,13:51:00,58,19,0,0,NA,43,32,7,93,CEN,y,0,0.285714286,0,0.142857143,#006847
249,Eric Fehr,fehrer01,33,MIN,RW,72,7,8,15,-8,30,0.8,7,0,0,0,7,0,1,67,10.4,795,11:03:00,48,40,364,345,51.3,37,36,9,83,CEN,n,0,0,0,0.125,#154734
250,Micheal Ferland,ferlami01,26,CAR,LW,71,17,23,40,13,58,4.7,11,6,0,3,16,7,0,156,10.9,1001,14:06:00,19,182,23,50,31.5,46,29,7,99,MET,y,0.352941176,0.304347826,0,0,#CC0000
251,Kevin Fiala,fialake01,22,NSH,LW,64,10,22,32,-11,26,2.3,9,1,0,1,16,6,0,131,7.6,963,15:03:00,17,28,3,2,60,47,29,6,100,CEN,y,0.1,0.272727273,0,0,#FFB81C
251,Kevin Fiala,fialake01,22,MIN,LW,19,3,4,7,-12,10,0.1,2,1,0,1,1,3,0,43,7,335,17:38:00,3,14,0,3,0,37,36,9,83,CEN,n,0.333333333,0.75,0,0,#154734
252,Valtteri Filppula,filppva01,34,NYI,C,72,17,14,31,19,16,3.9,16,0,1,4,14,0,0,78,21.8,1028,14:16:00,34,12,398,413,49.1,48,27,7,103,MET,y,0,0,0.058823529,0,#00539B
253,Christian Fischer,fischch01,21,ARI,RW,71,11,7,18,-13,27,1.3,11,0,0,0,7,0,0,116,9.5,935,13:10:00,19,124,2,5,28.6,39,35,8,86,PAC,n,0,0,0,0,#8C2633
254,Haydn Fleury,fleurha01,22,CAR,D,20,0,1,1,4,2,0.7,0,0,0,0,1,0,0,17,0,251,12:32:00,21,25,0,0,NA,46,29,7,99,MET,y,NaN,0,NaN,0,#CC0000
255,Warren Foegele,foegewa01,22,CAR,LW,77,10,5,15,-17,20,0.4,10,0,0,3,5,0,0,106,9.4,962,12:30:00,19,126,10,11,47.6,46,29,7,99,MET,y,0,0,0,0,#CC0000
256,Steven Fogarty,fogarst01,25,NYR,C,10,0,0,0,-1,0,-0.2,0,0,0,0,0,0,0,9,0,78,7:46:00,3,6,8,19,29.6,32,36,14,78,MET,n,NaN,NaN,NaN,NaN,#0038A8
257,Marcus Foligno,foligma01,27,MIN,LW,82,7,12,19,-1,55,1.2,7,0,0,0,10,1,1,91,7.7,982,11:58:00,43,206,13,15,46.4,37,36,9,83,CEN,n,0,0.083333333,0,0.083333333,#154734
258,Nick Foligno,foligni01,31,CBJ,LW,73,17,18,35,12,44,3.6,15,2,0,2,16,2,0,141,12.1,1292,17:42:00,51,175,133,102,56.6,47,31,4,98,MET,y,0.117647059,0.111111111,0,0,#002654
259,Christian Folin,folinch01,27,PHI,D,26,0,2,2,5,16,0.9,0,0,0,0,2,0,0,20,0,404,15:33:00,59,60,1,0,100,37,37,8,82,MET,n,NaN,0,NaN,0,#F74902
259,Christian Folin,folinch01,27,MTL,D,19,0,4,4,1,11,0.7,0,0,0,0,4,0,0,27,0,301,15:49:00,19,65,0,0,NA,44,30,8,96,ATL,n,NaN,0,NaN,0,#AF1E2D
260,Derek Forbort,forbode01,26,LAK,D,81,2,12,14,-13,52,2.8,2,0,0,1,12,0,0,75,2.7,1680,20:45:00,139,105,0,1,0,31,42,9,71,PAC,n,0,0,0,0,#111111
261,Alex Formenton,formeal01,19,OTT,LW,9,1,0,1,-2,6,-0.1,1,0,0,0,0,0,0,16,6.3,105,11:40:00,7,11,1,2,33.3,29,47,6,64,ATL,n,0,NaN,0,NaN,#C2912C
262,Jakob Forsbacka Karlsson,forsbja01,22,BOS,C,28,3,6,9,1,2,0.7,3,0,0,0,5,1,0,21,14.3,330,11:48:00,9,14,95,131,42,49,24,9,107,ATL,y,0,0.166666667,0,0,#FFB81C
263,Filip Forsberg,forsbfi01,24,NSH,C,64,28,22,50,8,26,6.3,19,7,2,4,19,3,0,217,12.9,1191,18:37:00,29,100,1,6,14.3,47,29,6,100,CEN,y,0.25,0.136363636,0.071428571,0,#FFB81C
264,Gustav Forsling,forslgu02,22,CHI,D,43,3,6,9,-9,30,0.7,3,0,0,0,6,0,0,57,5.3,735,17:05:00,38,38,0,0,NA,36,34,12,84,CEN,n,0,0,0,0,#CF0A2C
265,Alexandre Fortin,fortial01,21,CHI,LW,24,3,3,6,-6,2,0.2,2,0,1,1,3,0,0,29,10.3,254,10:35:00,7,21,11,6,64.7,36,34,12,84,CEN,n,0,0,0.333333333,0,#CF0A2C
266,Cam Fowler,fowleca01,27,ANA,D,59,5,18,23,-14,20,3.6,4,1,0,2,12,5,1,88,5.7,1379,23:22:00,91,32,0,0,NA,35,37,10,80,PAC,n,0.2,0.277777778,0,0.055555556,#F47A38
267,Trent Frederic,fredetr01,20,BOS,C,15,0,0,0,-4,15,-0.4,0,0,0,0,0,0,0,19,0,141,9:24:00,3,18,41,40,50.6,49,24,9,107,ATL,y,NaN,NaN,NaN,NaN,#FFB81C
268,Mark Friedman,friedma01,23,PHI,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,13,12:33:00,0,1,0,0,NA,37,37,8,82,MET,n,NaN,NaN,NaN,NaN,#F74902
269,Tanner Fritz,fritzta01,27,NYI,C,8,0,1,1,-3,2,-0.2,0,0,0,0,1,0,0,6,0,87,10:49:00,6,18,17,24,41.5,48,27,7,103,MET,y,NaN,0,NaN,0,#00539B
270,Martin Frk,frkma01,25,DET,RW,30,1,5,6,-9,4,-0.1,0,1,0,0,5,0,0,28,3.6,276,9:11:00,4,35,0,0,NA,32,40,10,74,ATL,n,1,0,0,0,#CE1126
271,Michael Frolik,frolimi01,30,CGY,LW,65,16,18,34,24,26,4.2,14,0,2,4,18,0,0,132,12.1,868,13:22:00,22,57,13,25,34.2,50,25,7,107,PAC,y,0,0,0.125,0,#C8102E
272,Kurtis Gabriel,gabriku01,25,NJD,RW,22,2,2,4,0,59,0.4,2,0,0,1,2,0,0,7,28.6,162,7:22:00,8,78,0,0,NA,31,41,10,72,MET,n,0,0,0,0,#000000
273,Sam Gagner,gagnesa01,29,EDM,C,25,5,5,10,-3,10,0.8,5,0,0,1,5,0,0,51,9.8,340,13:36:00,5,16,47,44,51.6,35,38,9,79,PAC,n,0,0,0,0,#041E42
273,Sam Gagner,gagnesa01,29,VAN,C,7,1,2,3,-3,4,0.1,0,1,0,0,2,0,0,17,5.9,127,18:08:00,2,5,12,15,44.4,35,36,11,81,PAC,n,1,0,0,0,#00843D
274,Alex Galchenyuk,galchal01,24,ARI,C,72,19,22,41,-19,34,4.1,10,9,0,4,10,12,0,159,11.9,1133,15:44:00,34,62,188,223,45.7,39,35,8,86,PAC,n,0.473684211,0.545454545,0,0,#8C2633
275,Brendan Gallagher,gallabr01,26,MTL,RW,82,33,19,52,10,49,6.5,29,4,0,4,16,3,0,302,10.9,1345,16:24:00,31,126,23,28,45.1,44,30,8,96,ATL,n,0.121212121,0.157894737,0,0,#AF1E2D
276,Joseph Gambardella,gambajo01,25,EDM,C,15,0,3,3,2,2,0.2,0,0,0,0,3,0,0,7,0,122,8:06:00,5,14,3,1,75,35,38,9,79,PAC,n,NaN,0,NaN,0,#041E42
277,Dylan Gambrell,gambrdy01,22,SJS,C,8,0,0,0,1,2,-0.1,0,0,0,0,0,0,0,6,0,69,8:38:00,1,13,20,19,51.3,46,27,9,101,PAC,y,NaN,NaN,NaN,NaN,#006D75
278,Jake Gardiner,gardija01,28,TOR,D,62,3,27,30,19,26,5.2,3,0,0,0,22,5,0,78,3.8,1315,21:13:00,64,61,0,1,0,46,28,8,100,ATL,y,0,0.185185185,0,0,#00205B
279,Conor Garland,garlaco01,22,ARI,RW,47,13,5,18,1,12,2.5,9,4,0,2,3,2,0,118,11,601,12:47:00,17,33,10,8,55.6,39,35,8,86,PAC,n,0.307692308,0.4,0,0,#8C2633
280,Jason Garrison,garrija01,34,EDM,D,17,1,0,1,1,8,0.5,0,1,0,0,0,0,0,16,6.3,216,12:42:00,23,13,0,0,NA,35,38,9,79,PAC,n,1,NaN,0,NaN,#041E42
281,Adam Gaudette,gaudead01,22,VAN,C,56,5,7,12,-8,18,0.5,5,0,0,1,5,2,0,55,9.1,613,10:57:00,15,48,150,221,40.4,35,36,11,81,PAC,n,0,0.285714286,0,0,#00843D
282,Frederick Gaudreau,gaudrfr01,25,NSH,C,55,3,1,4,1,2,-0.1,3,0,0,1,1,0,0,43,7,496,9:01:00,18,25,156,167,48.3,47,29,6,100,CEN,y,0,0,0,0,#FFB81C
283,Johnny Gaudreau,gaudrjo01,25,CGY,LW,82,36,63,99,18,24,10.9,30,6,0,8,42,21,0,245,14.7,1646,20:04:00,12,12,1,2,33.3,50,25,7,107,PAC,y,0.166666667,0.333333333,0,0,#C8102E
284,Brendan Gaunce,gauncbr01,24,VAN,C,3,1,2,3,3,0,0.5,1,0,0,1,2,0,0,2,50,23,7:37:00,0,4,8,5,61.5,35,36,11,81,PAC,n,0,0,0,0,#00843D
285,Cameron Gaunce,gauncca01,28,TBL,D,2,0,0,0,3,7,0.2,0,0,0,0,0,0,0,2,0,31,15:40:00,1,4,0,0,NA,62,16,4,128,ATL,y,NaN,NaN,NaN,NaN,#002868
286,Frederik Gauthier,gauthfr01,23,TOR,C,70,3,11,14,3,12,0.7,3,0,0,0,11,0,0,46,6.5,586,8:22:00,28,98,240,207,53.7,46,28,8,100,ATL,y,0,0,0,0,#00205B
287,Timothy Gettinger,gettiti01,20,NYR,LW,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,7:31:00,3,15,0,0,NA,32,36,14,78,MET,n,NaN,NaN,NaN,NaN,#0038A8
288,Ryan Getzlaf,getzlry01,33,ANA,C,67,14,34,48,-19,58,3.7,13,1,0,2,24,10,0,133,10.5,1304,19:28:00,74,150,551,463,54.3,35,37,10,80,PAC,n,0.071428571,0.294117647,0,0,#F47A38
289,Brian Gibbons,gibbobr02,30,ANA,C,44,2,3,5,-8,16,-0.2,2,0,0,0,3,0,0,29,6.9,455,10:20:00,19,26,1,1,50,35,37,10,80,PAC,n,0,0,0,0,#F47A38
289,Brian Gibbons,gibbobr02,30,OTT,C,20,6,8,14,3,4,1.7,6,0,0,0,8,0,0,21,28.6,244,12:13:00,10,14,12,24,33.3,29,47,6,64,ATL,n,0,0,0,0,#C2912C
290,Brandon Gignac,gignabr01,21,NJD,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0,9,9:04:00,1,0,0,0,NA,31,41,10,72,MET,n,NaN,NaN,NaN,NaN,#000000
291,Dennis Gilbert,gilbede01,22,CHI,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,13,12:46:00,1,6,0,0,NA,36,34,12,84,CEN,n,NaN,NaN,NaN,NaN,#CF0A2C
292,John Gilmour,gilmojo01,25,NYR,D,5,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,9,0,80,16:05:00,13,3,0,0,NA,32,36,14,78,MET,n,NaN,NaN,NaN,NaN,#0038A8
293,Stephen Gionta,giontst01,35,NYI,C,5,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,4,0,44,8:47:00,2,14,20,17,54.1,48,27,7,103,MET,y,NaN,NaN,NaN,NaN,#00539B
294,Mark Giordano,giordma01,35,CGY,D,78,17,57,74,39,69,12.6,10,3,4,2,37,18,2,221,7.7,1891,NA,144,58,0,0,NA,50,25,7,107,PAC,y,0.176470588,0.315789474,0.235294118,0.035087719,#C8102E
295,Samuel Girard,girarsa01,20,COL,D,82,4,23,27,8,6,4.9,4,0,0,0,14,9,0,116,3.4,1631,19:54:00,90,65,1,0,100,38,30,14,90,CEN,y,0,0.391304348,0,0,#6F263D
296,Dan Girardi,girarda01,34,TBL,D,62,4,12,16,6,12,2.8,4,0,0,0,11,0,1,75,5.3,1104,17:48:00,108,151,0,0,NA,62,16,4,128,ATL,y,0,0,0,0.083333333,#002868
297,Zemgus Girgensons,girgeze01,25,BUF,C,72,5,13,18,-11,17,0.4,5,0,0,0,13,0,0,78,6.4,980,13:37:00,29,144,28,41,40.6,33,39,10,76,ATL,n,0,0,0,0,#002654
298,Claude Giroux,giroucl01,31,PHI,C,82,22,63,85,9,24,7.9,19,2,1,4,42,21,0,229,9.6,1759,21:27:00,19,28,674,489,58,37,37,8,82,MET,n,0.090909091,0.333333333,0.045454545,0,#F74902
299,Ben Gleason,gleasbe01,20,DAL,D,4,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,2,0,60,14:53:00,1,2,0,0,NA,43,32,7,93,CEN,y,NaN,0,NaN,0,#006847
300,Luke Glendening,glendlu01,29,DET,C,78,10,13,23,2,15,1.3,9,0,1,1,11,0,2,102,9.8,1231,15:47:00,102,198,658,524,55.7,32,40,10,74,ATL,n,0,0,0.1,0.153846154,#CE1126
301,Nikolay Goldobin,goldoni01,23,VAN,LW,63,7,20,27,-10,18,1.7,6,1,0,1,11,8,1,105,6.7,944,14:59:00,21,15,0,0,NA,35,36,11,81,PAC,n,0.142857143,0.4,0,0.05,#00843D
302,Alex Goligoski,goligal01,33,ARI,D,76,3,24,27,-7,16,5.1,2,1,0,0,16,6,2,102,2.9,1582,20:49:00,154,79,1,0,100,39,35,8,86,PAC,n,0.333333333,0.25,0,0.083333333,#8C2633
303,Cody Goloubef,golouco01,29,OTT,D,5,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,54,10:49:00,5,13,0,0,NA,29,47,6,64,ATL,n,NaN,NaN,NaN,NaN,#C2912C
304,Barclay Goodrow,goodrba01,25,SJS,RW,82,7,10,17,4,76,0.9,6,0,1,3,10,0,0,84,8.3,903,11:01:00,68,125,296,255,53.7,46,27,9,101,PAC,y,0,0,0.142857143,0,#006D75
305,Shayne Gostisbehere,gostish01,25,PHI,D,78,9,28,37,-20,22,4.2,5,4,0,2,18,10,0,180,5,1533,19:40:00,102,46,0,0,NA,37,37,8,82,MET,n,0.444444444,0.357142857,0,0,#F74902
306,Tyrell Goulbourne,goulbty01,25,PHI,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,7:25:00,0,6,0,0,NA,37,37,8,82,MET,n,NaN,NaN,NaN,NaN,#F74902
307,Yanni Gourde,gourdya01,27,TBL,C,80,22,26,48,9,66,4.9,16,5,1,5,21,4,1,130,16.9,1267,15:50:00,30,83,151,132,53.4,62,16,4,128,ATL,y,0.227272727,0.153846154,0.045454545,0.038461538,#002868
308,Michael Grabner,grabnmi01,31,ARI,RW,41,9,7,16,-2,8,1.8,3,0,6,1,4,0,3,65,13.8,590,14:23:00,15,28,5,7,41.7,39,35,8,86,PAC,n,0,0,0.666666667,0.428571429,#8C2633
309,Markus Granlund,granlma01,25,VAN,C,77,12,10,22,-4,20,1.6,10,2,0,1,8,1,1,123,9.8,1158,15:03:00,24,46,149,199,42.8,35,36,11,81,PAC,n,0.166666667,0.1,0,0.1,#00843D
310,Mikael Granlund,granlmi01,26,MIN,C,63,15,34,49,-2,20,4.7,11,2,2,5,18,16,0,160,9.4,1179,18:43:00,33,28,112,137,45,37,36,9,83,CEN,n,0.133333333,0.470588235,0.133333333,0,#154734
310,Mikael Granlund,granlmi01,26,NSH,C,16,1,4,5,-6,4,-0.1,1,0,0,0,2,2,0,29,3.4,270,16:54:00,7,18,17,22,43.6,47,29,6,100,CEN,y,0,0.5,0,0,#FFB81C
311,Derek Grant,grantde01,28,ANA,C,31,2,7,9,-9,8,0.2,2,0,0,1,6,0,1,48,4.2,429,13:50:00,19,50,195,187,51,35,37,10,80,PAC,n,0,0,0,0.142857143,#F47A38
311,Derek Grant,grantde01,28,PIT,C,25,2,3,5,3,6,0.4,2,0,0,0,3,0,0,26,7.7,226,9:02:00,10,42,76,57,57.1,44,26,12,100,MET,y,0,0,0,0,#FCB514
312,Kevin Gravel,graveke01,26,EDM,D,36,0,3,3,-2,4,0.6,0,0,0,0,3,0,0,44,0,530,14:43:00,53,31,0,0,NA,35,38,9,79,PAC,n,NaN,0,NaN,0,#041E42
313,Ryan Graves,gravery01,23,COL,D,26,3,2,5,4,2,1.3,3,0,0,0,2,0,0,26,11.5,289,11:06:00,51,32,0,0,NA,38,30,14,90,CEN,y,0,0,0,0,#6F263D
314,Anthony Greco,grecoan01,25,FLA,RW,1,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,2,0,10,9:30:00,0,0,0,0,NA,36,32,14,86,ATL,n,NaN,NaN,NaN,NaN,#B9975B
315,Mike Green,greenmi03,33,DET,D,43,5,21,26,-1,28,3.9,5,0,0,0,18,3,0,92,5.4,932,21:41:00,56,60,0,0,NA,32,40,10,74,ATL,n,0,0.142857143,0,0,#CE1126
316,Andy Greene,greenan01,36,NJD,D,82,5,20,25,-9,16,4.6,5,0,0,0,14,2,4,104,4.8,1708,20:50:00,208,67,0,0,NA,31,41,10,72,MET,n,0,0.1,0,0.2,#000000
317,Jordan Greenway,greenjo02,21,MIN,LW,81,12,12,24,-12,29,1.7,12,0,0,0,12,0,0,109,11,1104,13:38:00,40,57,31,50,38.3,37,36,9,83,CEN,n,0,0,0,0,#154734
318,A.J. Greer,greeraj01,22,COL,LW,15,1,1,2,-2,14,0.1,1,0,0,0,1,0,0,9,11.1,94,6:16:00,5,20,2,3,40,38,30,14,90,CEN,y,0,0,0,0,#6F263D
319,Rocco Grimaldi,grimaro01,25,NSH,C,53,5,8,13,-2,10,0.9,5,0,0,0,8,0,0,81,6.2,530,10:00:00,20,32,4,3,57.1,47,29,6,100,CEN,y,0,0,0,0,#FFB81C
320,Carl Grundstrom,grundca01,21,LAK,RW,15,5,1,6,-4,6,0.6,5,0,0,1,0,1,0,26,19.2,225,14:58:00,3,38,0,0,NA,31,42,9,71,PAC,n,0,1,0,0,#111111
321,Eric Gryba,grybaer01,30,NJD,D,10,0,0,0,-1,10,0.1,0,0,0,0,0,0,0,11,0,153,15:18:00,16,21,0,0,NA,31,41,10,72,MET,n,NaN,NaN,NaN,NaN,#000000
322,Matt Grzelcyk,grzelma01,25,BOS,D,66,3,15,18,9,68,4,2,1,0,0,10,5,0,90,3.3,1263,19:08:00,60,46,0,0,NA,49,24,9,107,ATL,y,0.333333333,0.333333333,0,0,#FFB81C
323,Radko Gudas,gudasra01,28,PHI,D,77,4,16,20,6,63,3.9,4,0,0,0,16,0,0,136,2.9,1376,17:53:00,133,255,0,0,NA,37,37,8,82,MET,n,0,0,0,0,#F74902
324,Erik Gudbranson,gudbrer01,27,VAN,D,57,2,6,8,-27,83,0.2,2,0,0,1,6,0,0,72,2.8,1025,17:59:00,60,132,0,0,NA,35,36,11,81,PAC,n,0,0,0,0,#00843D
324,Erik Gudbranson,gudbrer01,27,PIT,D,19,0,2,2,7,4,0.9,0,0,0,0,1,0,1,22,0,360,18:58:00,24,52,0,0,NA,44,26,12,100,MET,y,NaN,0,NaN,0.5,#FCB514
325,Jake Guentzel,guentja01,24,PIT,C,82,40,36,76,13,26,9.4,33,6,1,4,31,5,0,227,17.6,1587,19:21:00,47,105,10,20,33.3,44,26,12,100,MET,y,0.15,0.138888889,0.025,0,#FCB514
326,Brendan Guhle,guhlebr01,21,ANA,D,6,0,1,1,-3,2,0,0,0,0,0,1,0,0,14,0,97,16:08:00,7,8,0,0,NA,35,37,10,80,PAC,n,NaN,0,NaN,0,#F47A38
